Date,Open,High,Low,Close,Volume
1-Oct-13,139.51,148.50,139.51,148.47,181890
30-Sep-13,141.20,141.66,139.05,140.01,71870
27-Sep-13,141.56,143.14,141.56,141.90,61596
26-Sep-13,140.13,142.53,139.01,142.30,63624
25-Sep-13,141.70,142.86,139.11,139.48,62778
24-Sep-13,139.84,142.82,139.50,141.31,82990
23-Sep-13,138.65,140.25,136.75,139.03,87273
20-Sep-13,137.42,139.52,137.21,139.29,233441
19-Sep-13,135.63,137.05,135.00,136.87,53766
18-Sep-13,136.27,138.00,131.92,135.73,101256
17-Sep-13,134.84,136.29,134.04,136.14,66398
16-Sep-13,135.64,137.04,134.28,134.51,58272
13-Sep-13,135.13,135.83,131.04,134.78,56071
12-Sep-13,134.71,136.02,134.13,134.43,59280
11-Sep-13,136.47,136.82,133.50,135.25,55976
10-Sep-13,136.24,138.00,135.18,136.37,180990
9-Sep-13,135.50,137.75,135.19,136.02,105456
6-Sep-13,134.10,136.62,132.27,135.04,113451
5-Sep-13,132.33,134.10,131.88,133.36,67109
4-Sep-13,129.56,132.93,129.37,132.58,261805
3-Sep-13,132.00,132.60,128.85,129.15,169316
30-Aug-13,128.98,130.73,126.25,130.40,62028
29-Aug-13,128.10,130.32,127.63,128.03,200400
28-Aug-13,128.29,131.68,127.20,128.12,137596
27-Aug-13,129.75,131.00,126.44,127.99,88338
26-Aug-13,128.55,131.28,127.42,130.32,84747
23-Aug-13,127.28,128.86,124.36,128.48,52362
22-Aug-13,131.00,131.23,121.99,127.60,98221
21-Aug-13,121.56,130.28,121.56,130.00,250043
20-Aug-13,121.80,121.80,119.00,121.61,57657
19-Aug-13,124.50,125.17,121.00,121.54,33088
16-Aug-13,123.59,124.76,123.59,124.21,62559
15-Aug-13,120.64,125.40,118.96,124.80,127867
14-Aug-13,126.30,127.00,122.52,122.62,106269
13-Aug-13,128.73,128.73,125.69,125.98,48702
12-Aug-13,129.96,130.40,128.00,128.18,36335
9-Aug-13,128.05,130.07,127.38,130.07,108749
8-Aug-13,127.00,129.86,126.50,127.99,222908
7-Aug-13,123.18,126.43,122.18,126.24,122420
6-Aug-13,126.12,127.05,123.51,123.83,76778
5-Aug-13,127.75,127.75,126.21,126.62,96968
2-Aug-13,125.20,127.95,124.61,127.68,167273
1-Aug-13,123.41,126.73,122.64,125.54,398428
31-Jul-13,122.25,125.91,121.42,123.26,351545
30-Jul-13,119.74,122.13,119.01,121.89,163800
29-Jul-13,117.65,120.70,117.35,119.76,442391
26-Jul-13,110.66,119.70,110.66,118.58,458796
25-Jul-13,99.50,112.28,97.00,111.30,347471
24-Jul-13,99.50,99.93,98.74,99.00,37459
23-Jul-13,99.38,99.80,98.67,98.99,53487
22-Jul-13,98.50,99.88,97.76,99.14,82023
19-Jul-13,97.64,98.54,97.07,98.36,28618
18-Jul-13,98.66,98.81,97.79,97.80,43485
17-Jul-13,99.19,99.19,97.44,98.25,72100
16-Jul-13,98.10,98.57,97.06,98.38,34311
15-Jul-13,98.00,99.16,96.18,98.17,48788
12-Jul-13,96.21,98.20,96.16,97.85,269237
11-Jul-13,97.81,97.81,96.42,96.52,29300
10-Jul-13,96.01,96.99,95.95,96.82,16361
9-Jul-13,95.55,96.72,95.27,96.37,32618
8-Jul-13,96.26,96.54,94.66,95.22,44150
5-Jul-13,96.96,97.87,95.31,96.36,53162
3-Jul-13,96.92,97.55,95.66,96.16,10773
2-Jul-13,96.75,97.64,96.29,97.36,88094
1-Jul-13,94.50,96.87,94.47,96.55,70617
28-Jun-13,94.56,95.03,93.67,94.30,61183
27-Jun-13,94.70,95.78,94.54,94.95,45231
26-Jun-13,94.40,95.47,93.89,94.70,59300
25-Jun-13,92.90,94.87,92.57,93.98,97004
24-Jun-13,93.98,94.37,91.15,92.40,155710
21-Jun-13,96.21,96.33,91.33,95.02,489148
20-Jun-13,98.75,100.35,95.00,95.92,153631
19-Jun-13,100.33,101.90,99.23,99.65,127742
18-Jun-13,100.42,102.15,99.61,100.15,129419
17-Jun-13,98.62,100.27,97.70,99.40,171252
